"Knowledge","Interest","Algeria","Argentina","Australia","Belgium","Bosnia.and.Herzegovina","Brazil","Cameroon","Chile","Colombia","Costa.Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Ivory.Coast","Japan","Mexico","the.Netherlands","Nigeria","Portugal","Russia","South.Korea","Spain","Switzerland","United.States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","Gender","Age","Income","Education","Location","ID"
"Intermediate","Some",,"4","3","4",,"4",,"4","3","4",,,"3","4","4",,"5","3",,"5",,"4","4","4",,,"4","3","4","4","3",,"3",,"3","4",,,"4","3","Female","> 60","$100,000 - $149,999","Bachelor degree","Mountain",3306421701
"Novice","Some",,,,,,,,,,,,,,"4","3",,,,,"5",,,"5",,,,,,,,"4",,"3","3",,,,"4",,,"Female","18-29","$50,000 - $99,999","Bachelor degree","West North Central",3306420691
"Novice","Not much",,,,,,,,,,,,,"3","3","3",,"4",,,"4",,"4","5",,,,,,,,"5",,"4","3",,,,,,"3","Female","> 60",,"Bachelor degree","Pacific",3306420638
"Intermediate","Some","4","4","3","3","4","4",,"4","4","4","4","4","3","4","4",,"4","4","3","4",,"2","4","3",,"4",,"2","4","3","3","4","3","5","3","4","4","3",,"3","Female","> 60","$50,000 - $99,999","Graduate degree","West South Central",3306420559
"Advanced","A lot",,"4",,,,"4",,"4","4","5",,"4","2","4","2","4","4","4",,"5","4","5","5",,,,"2","4","5",,"5","4","4","5","4",,"4","4",,"2","Female","18-29",,"Graduate degree","Pacific",3306420548
"Intermediate","Not much","4","3","3","4","4","3","3","3","3","3","3","3","3","4","3","3","5","3","3","4","3","4","3","4","3","3","4","3","4","4","5","3","4","3","4","4","3","3","4","4","Female","30-44",,"Bachelor degree","New England",3306419904
"Intermediate","Some",,"4","3",,,"4",,"3","4",,,"4","3","4","3",,"3",,,"5","4","5","5","3",,"3","4","5","5","4","3",,"5","5","5",,"5","4","5","3","Male","30-44","$0 - $24,999","Bachelor degree","Pacific",3306419715
"Intermediate","A lot",,,,"3",,,,,,"3",,,"2","3","3",,,,,"4",,"4","4","3",,,,"4","4",,"3",,"4","4","4",,"3",,"4",,"Female","> 60",,"Graduate degree","Mountain",3306418122
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306417933
"Novice","Some",,,,,,,,,,,,,"2",,"2",,"4",,,"4",,"3",,"3",,,,,,,"2",,,"3",,,,,,,"Female","18-29","$25,000 - $49,999","Some college or Associate degree","East South Central",3306417200
"Intermediate","Some",,,,,,,,,,,,,,"3","3",,"3",,,"3",,,"5",,,,,,"3",,"5",,"4","3","3",,"3",,,,"Male","> 60",,"Some college or Associate degree","East North Central",3306416693
"Novice","Some",,"2",,,,,,,,"4",,,"2","4","3",,"4",,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,3306416130
"Novice","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306415825
"Intermediate","A lot",,"3",,,,,,,,,,,"3","3","2",,"3",,,"4",,"4","3",,,,"2","3","3",,"3",,"3","4","4",,"4",,"3","2","Female","30-44","$25,000 - $49,999","Bachelor degree","Mountain",3306415654
"Novice","Some",,,,,,,,,,,,,,,,,,,,"4",,"5","4",,,,,,,,"4",,"3","2",,,,,,,"Female","18-29","$25,000 - $49,999","Bachelor degree","Mountain",3306415381
"Novice","Some",,,,,,,,,,,,,"2","3",,,,,,"4",,"5","2",,,,,,,,"5",,,,"2",,,,,,"Male","> 60",,"Some college or Associate degree","East North Central",3306413596
"Novice","Not much",,,,,,,,,,,,,"3","3","3",,,,,"3",,,"4",,,,,,"3",,"4",,"3",,,,,,,,"Male","45-60","$100,000 - $149,999","Some college or Associate degree","Mountain",3306413435
"Novice","Some",,,"4","4","4",,,,,,"3",,,,"2",,"4",,,"4",,,"5","4",,,"4",,,,"5",,"3",,"3",,,,,,"Male","> 60",,"Some college or Associate degree","West North Central",3306413146
"Intermediate","A lot",,"3","3","3",,"3",,,"3",,,"3","4","5","5",,"5",,"3","5",,"4","5","3","3","3",,"3","3",,"5",,"4","4","5","3","4","4","4","4","Female","> 60","$150,000+","Graduate degree","Middle Atlantic",3306412514
"Intermediate","Not much",,,"3",,,"3",,"3","4","3",,,"3","2","3",,"4",,"2","4",,"3","4",,,,,"2","4",,"4",,"3","4","2",,"4",,"2","4","Female","30-44","$100,000 - $149,999","Bachelor degree","South Atlantic",3306411299
"Intermediate","A lot",,"3","3","3",,"3",,"3","3",,,,"3","3","3",,"4",,"3","4",,"3","4",,,"4",,,"4","3","4",,"3","4","3",,"3",,,"3","Female","30-44","$100,000 - $149,999","Some college or Associate degree","West South Central",3306411292
"Intermediate","A lot",,,,"3",,,,,,,,,"3","5","4",,"5",,,"5",,"4","5","3",,,"3","3",,,"4",,"4","5","4","4","4",,,"3","Female","18-29","$50,000 - $99,999","Bachelor degree","Pacific",3306411201
"Advanced","A lot",,"3","3",,,"4",,"4","4","4",,"3","3","3","4",,"5","4",,"5",,"4","5",,"3","3","3","3","4","3","4",,"5","4","5","3","3","4","5","3",,,,,,3306410746
"Novice","Not at all",,,,,,,,,,,,,,,,,,,,"3",,,"3",,,,,,,,"4",,,,,,,,,,"Female","> 60","$25,000 - $49,999","Bachelor degree","East North Central",3306410548
"Intermediate","A lot",,,,,,,,,,,,,"3","4","4",,"5",,,"5",,"4","5",,,,,"4",,,"4",,"4","3","5",,"5",,"5","3","Female","45-60",,"Bachelor degree","Pacific",3306409969
"Advanced","A lot",,,,,,"2",,,,,,,"3","2","2",,"4",,,"4",,"5","4",,,"3",,"4","3","4","3",,"4","5","5","4","3","4",,"2","Female","18-29",,"Some college or Associate degree","Middle Atlantic",3306409932
"Novice","Some",,,,,,,,,,,,,"3","3","5",,"3",,,"5",,"4","3",,,,,"2","4",,"5",,"3","2",,,"3",,"2","3","Female","> 60",,"Some college or Associate degree","Mountain",3306409617
"Novice","Some",,,"3","3",,"4",,,,"3",,,"3","5",,,"3",,,"5",,"4","3",,,,,,"4","3","4",,"3","3","3",,,,,,,,,,,3306409447
"Advanced","A lot",,,,"5",,,,,,,"5",,"3","5","3",,"5",,,"5",,"5","5",,,,"2","4",,"3","4",,,"5","4",,"4","2","4","3","Female","> 60","$50,000 - $99,999","Graduate degree","West North Central",3306409114
"Intermediate","Not much",,,,,,,,,,,,,"3","3","2",,"2",,,"3",,,,,,,,,,,"4","3","3",,,,,,,"2","Female","> 60","$100,000 - $149,999","Bachelor degree","Middle Atlantic",3306408626
"Intermediate","Some",,"3","3",,,,,"3","3",,,,"3","4","4",,"4",,,"5",,"4","4",,,,,,"4","3","5",,"3","3","3",,"3",,"2","3","Female","45-60","$50,000 - $99,999","High school degree","Pacific",3306407251
"Intermediate","Some","4",,,,,"4",,,,,,,"2","4","3",,"4",,"4","4",,"5","4",,,"4","3",,"3",,"3",,"4","5","5",,"3","3","4","2","Female","> 60","$150,000+","Bachelor degree","Pacific",3306406509
"Intermediate","A lot",,"3",,"3","3","4",,"3","4","3","3","4","3","3","4",,"3","4",,"4",,"4","4",,,"3","4","4","3","3","3","4","3","4","4",,"4",,"4",,"Male","45-60","$25,000 - $49,999","Bachelor degree","Pacific",3306406389
"Novice","Some",,"3",,"4",,"3",,"3",,"4",,,"4","3","4","3","3","3",,"5",,"4","4","4",,,"3",,"3","4","4",,"4","3",,,"3",,,"5","Female","> 60","$0 - $24,999","Graduate degree","East North Central",3306406204
"Novice","Some",,,,,,,,,,,,,"3","3","4",,,,,"4",,,"3",,,,,,,"4","4",,"4",,,,,,,,"Female","> 60","$25,000 - $49,999","Graduate degree","East North Central",3306405945
"Intermediate","A lot","3","3",,"3","3","3",,"3",,"3","3","3","4","4","3",,"4",,"4","4",,"4","3",,,"3","3","3","3","3","1",,"5","4","3","4","3","3","3","3","Female","> 60",,"Graduate degree","New England",3306405516
"Intermediate","Some","3","3","3",,,,,"4","3","4",,,"3","4","3",,"4","3",,"5",,"4","4",,,,"5","2","4",,"4",,"4","3","2",,"4",,"2","2","Female","45-60",,"Some college or Associate degree","West South Central",3306405346
"Novice","Not much",,,,,,,,,,,,,"4","4","3",,"4",,,"4",,"3","4",,,,,,,,"3",,,,,,,,,,"Male","> 60",,"Graduate degree","Pacific",3306405088
"Novice","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306404791
"Intermediate","Some",,,,,,,,,,,,,"3","3","4",,"4",,,"5",,,"2",,,,,,"3","4","3",,"3","3","3",,,,"3","3","Female","30-44","$150,000+","Graduate degree","West North Central",3306404603
"Advanced","A lot",,"3",,"4",,,,,,,,,"4","3",,,"4",,,"5",,"5","3",,,,,,"4",,"5",,"3","5","5",,"3",,,"5","Female","45-60","$25,000 - $49,999","Bachelor degree","South Atlantic",3306404510
"Intermediate","A lot",,"3",,,,,,,,"3",,,"3","4","3",,"2",,"4","5",,"3","3",,,"3","3","3","4","3","5",,"2","5",,,,"5","5","4","Female","> 60","$25,000 - $49,999","High school degree","South Atlantic",3306404467
"Advanced","A lot",,,,,,,,,,,,,"2","3","2",,"4",,,"3",,"3","3",,,,"2","4",,,"2",,"2","4","5","5",,,"4","2","Female","18-29","$25,000 - $49,999","Bachelor degree","New England",3306403589
"Intermediate","Some",,,"3","3",,"3",,,,"3","4",,"5","5","4",,"4",,,"5",,"4","2","4",,,"4",,"2","4","5",,"5","1","3","2","3",,,"4","Female","> 60",,"Graduate degree","Middle Atlantic",3306403393
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306403339
"Advanced","A lot",,"4","3",,,"4",,"4","4","4",,"3","3","3","4","1","5","4","3","5",,"4","5",,"3","4","3","3","4","3","4",,"5","4","5","3","4","4","5","3","Female","45-60","$50,000 - $99,999","Graduate degree","Pacific",3306403051
"Novice","Some",,,"3","4",,"4",,,,"4",,,"3","5","3",,"4","3","3","5",,"4","3",,,,,,"4","3","4",,"3",,"4",,,,,"3","Male","45-60","$50,000 - $99,999","Graduate degree","East North Central",3306402691
"Novice","Some",,"3",,,,"3",,"2",,,,,"4","4","4",,"3",,,"5",,"5","5",,,"3",,"3","4","3","5",,"5","2",,,"3",,,"4","Female","45-60",,"Graduate degree","South Atlantic",3306402617
"Intermediate","Some",,,,,,,,"3",,,,,"3","4","4",,"3",,,"3",,"4","3",,,"3",,,"4",,"4",,"4","3","3",,"3",,,"3","Female","> 60",,"Graduate degree","Pacific",3306402547
"Novice","Some",,,,,,,,,,"4",,,,,,,,,,"4",,,"4",,,,,,,,"4",,,,,,,,,,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","West North Central",3306402511
"Intermediate","Some","3","4",,,,"4",,,,,,,"3","3","5",,"3",,"3","5",,"4","4",,,"3","2","2","3","3","4",,"4","4","2",,"3",,"2","4","Male","45-60","$150,000+","Graduate degree","South Atlantic",3306402276
"Novice","A lot",,,,,,,,,,,,,,"3","3",,,,,"5",,"3","4",,,,,,,,"5",,"5","2","4",,,,"3",,"Female","18-29","$25,000 - $49,999","Bachelor degree","Pacific",3306402230
"Intermediate","Some","3","3","3","3","3","3",,"3","3","4","3","3","3","4","3",,"4",,"3","4",,"3","4","3",,"3","1",,"3","3","4","3","2","4","3",,"3","2","3","3","Female","> 60","$150,000+","Graduate degree","Pacific",3306402160
"Intermediate","A lot","4",,"2",,,"4",,,,,,,"3","4","3",,"5","3","4","4",,"4","4",,,,"2","4","4","2","2",,"5","4","4","4","4","4","4","2","Female","45-60",,"Graduate degree","Pacific",3306402149
"Novice","Some",,,"4",,,,,,,,,,,,,,,,,"4",,,"4",,,,,,,,"5",,"4","4",,,,,,,"Male","45-60","$150,000+","Some college or Associate degree","West South Central",3306402060
"Intermediate","Some",,"3",,"4",,"3",,,,"4",,,"4","5","4",,"3",,,"5",,"4","4","3",,"5","4","4","4","4","5",,"5","4","5","3","4","2","4","3","Male","> 60","$150,000+","Graduate degree","West South Central",3306400635
"Intermediate","Some",,"3",,,,"4",,"2",,"3",,,"3","4","3",,"3","3",,"3",,"5","3","3",,"4","3","3","3",,"3",,"3","4","4",,"4","3","4","3","Female","45-60","$50,000 - $99,999","Graduate degree","Mountain",3306400601
"Intermediate","Some",,,,"3",,,,,,,,,"2","5","2",,"4",,,"5",,"4","5","3",,,,,"4",,"4",,"3","3","4",,"4","1",,"3","Female","> 60","$50,000 - $99,999","Some college or Associate degree","South Atlantic",3306400479
"Novice","Not much",,,,,,,,,,,,,"3","4","4",,"2",,,"4",,,"3",,,,,,"2",,"5",,"3","1","2",,,,"2","3","Female","> 60","$150,000+","Some college or Associate degree","Middle Atlantic",3306400475
"Novice","Not much",,,,,,,,,"3",,,,"4","3","4",,"3",,,"4",,"3","4","3",,,,"3","3","3","5",,"4","3",,,"3",,,"4","Male","> 60",,"Graduate degree","Mountain",3306400402
"Novice","Some",,,"4",,,,,,,,,,"4","4","4",,"4",,,"5",,"4","3",,,"4",,,"4","4","4",,,"3","4",,"3",,,"4","Female","45-60",,"Some college or Associate degree","South Atlantic",3306400191
"Intermediate","Some",,,"3","3",,,,,,,,,"4","3","4",,"3",,,"4",,"3","4","3",,,,"2","3","3","5",,"4","3","3",,,,"2","3","Male","> 60","$150,000+","Graduate degree","South Atlantic",3306400096
"Novice","Not much",,,,,,,,,,,,,,,,,,,,"3",,,"3",,,,,,,,"5",,"3",,,,,,,,"Female","18-29","$0 - $24,999","High school degree","East South Central",3306399906
"Novice","Not much",,,,,,,,,,,,,"3",,,,,,,,,,,,,,,"2",,,"4",,,,,,,,,"3","Female","30-44","$0 - $24,999","Some college or Associate degree","New England",3306398438
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,"4",,,,,,,,,"5","Female","18-29",,"Less than high school degree","East North Central",3306398234
"Intermediate","Some",,"3","4","3",,"3",,"3","3","3",,,"1","3","3",,"4","3",,"5",,"3","5",,"3",,,"1","5","3","5",,"3","3","3","3","3",,,"4",,,,,,3306398106
"Novice","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306398052
"Intermediate","Some",,"3",,,,,,"3",,"3","3",,"3","4","4",,"3",,,"5",,"3","5",,"3",,,,"3",,"5",,"5",,"4",,"3",,,"3","Female","> 60","$50,000 - $99,999","Bachelor degree","East North Central",3306396901
"Novice","Not at all",,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,"5",,,,,,,,,,"Female","45-60","$0 - $24,999","High school degree","Middle Atlantic",3306396822
"Novice","Not much",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306396382
"Intermediate","Some",,"3",,"3",,"3",,"3","3","3","3","3","3","3","4",,"2","3",,"5",,"3","4","3",,"3","4",,"4","3","5","3","4","2","3","3","3",,"3","4","Male","> 60","$150,000+","Bachelor degree","New England",3306396337
"Intermediate","A lot",,"3","4","4","3","5",,"3",,,"4",,"2","4","5",,"5",,"3","5",,"4","4",,,,"2","4","4","3","4",,"4","4","4","5","4","3","3","3","Male","> 60","$100,000 - $149,999","Graduate degree","West North Central",3306396105
"Intermediate","A lot","2","4","4","3","2","3","3","3","3","4","3","3","1","5","4","3","5","3","2","5","3","4","5","3","2","3","2","3","4","3","5","2","4","4","4","3","4","3","3","4","Female","45-60","$100,000 - $149,999","Graduate degree","South Atlantic",3306396065
"Advanced","A lot","3","4","4","3","3","4","3","4","4","4","3","4","4","5","4","3","4","4","3","5","3","5","5","3","3","4","4","3","5","3","5","3","5","4","5","3","5","3","5","3","Male","> 60","$100,000 - $149,999","Graduate degree","West North Central",3306395855
"Novice","Some",,,,,,,,,,,,,"3","3","3",,"3",,,"4",,"4","3",,,,,,,,"3",,"3","3","3",,,,"3","3","Female","45-60","$0 - $24,999","Some college or Associate degree","Pacific",3306395431
"Intermediate","Some",,"3",,"3","2",,,"3","3","4",,,"2","4","3",,"4","3",,"4",,"4","5","3",,"4",,"3","4","3","5",,"3",,,,"5","1","2","4","Female","45-60","$100,000 - $149,999","Bachelor degree","West North Central",3306395113
"Intermediate","Some",,,,,,"3",,,,,,,"3","4",,,"4",,,"5",,"3","5",,,,,,"4",,"5",,"4","3","3","3","3",,"3",,"Female","18-29","$50,000 - $99,999","Some college or Associate degree","West South Central",3306395074
"Novice","Not much",,,"3",,,"3",,,,,"3",,"3","3",,,,,,"4",,,"2","2",,,,,"3","3","4",,"3",,,,,,,"3","Female","45-60","$25,000 - $49,999","Some college or Associate degree","New England",3306394776
"Intermediate","A lot",,,,,,,,,,,,,"2","4","3",,"4",,,"4",,"5","4",,"3",,,"4",,,"4",,"4","4","5","3",,,"4","3","Female","45-60","$100,000 - $149,999","Bachelor degree","New England",3306394635
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306394591
"Novice","Not much",,"3",,,,,,,,"3",,,"2","3","2",,"4",,,"4",,"3","4",,,,"3","3","3",,"3",,"4","3",,,"3","3","2","2","Male","45-60","$50,000 - $99,999","Some college or Associate degree","West North Central",3306394071
"Novice","Some",,,,,,,,,,,,,"4","4",,,,,,"4",,"5","5",,,,,,,,"4",,"3","2","2",,,"3",,"3","Female","18-29","$0 - $24,999","Bachelor degree","East South Central",3306394052
"Intermediate","A lot","3","3","2","3",,"3",,"3",,"3","4",,"4","4","5","3","5",,"5","5",,"5","4",,"3",,"4","3",,"3","5",,"5","5","4","3","3","3","4","5","Female","> 60","$25,000 - $49,999","Some college or Associate degree","South Atlantic",3306393979
"Novice","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306393963
"Novice","Some","3","3","4","4","3","3","3","3","3","3","3","3","4","4","4","3","4","3","3","4","3","4","4","4","3","3","4","3","4","3","5","3","3","4","3","3","3","3","3","3","Male","> 60","$50,000 - $99,999","Graduate degree","Pacific",3306393961
"Novice","Some","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","Male","45-60",,"Some college or Associate degree","East North Central",3306393946
"Intermediate","Some",,"4","4",,,,,"4",,"4",,"4","4","5","2",,"5",,,"5",,"4","4","3",,"4","3",,"5","4","5",,"5","3","4",,,,"3","3","Female","> 60",,"Graduate degree","South Atlantic",3306393604
"Novice","Some",,,,,,,,,,,,,,,,,,,,,,,"4",,,,,"3",,,"4",,,"3",,,,,,,"Male","18-29","$50,000 - $99,999","Some college or Associate degree","West South Central",3306393326
"Intermediate","A lot","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,"5","5","5","5","5","5","Female","18-29","$25,000 - $49,999","Some college or Associate degree","West South Central",3306393288
"Novice","Not at all",,,,,,,,,,,,,"2","3",,,"3",,"4","3",,"3","3",,,,,,,,"5",,"3","2",,,,,,,"Female","45-60","$25,000 - $49,999","Some college or Associate degree","Pacific",3306393151
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306393128
"Advanced","Some",,"3","3","4","3","4",,"4","3","3","3",,"2","4","4",,"4",,,"5",,"5","4",,,,"3","3","4",,"2","3","2","4","5","3","2",,"3","3","Female","18-29","$50,000 - $99,999","Bachelor degree","East North Central",3306392925
"Intermediate","A lot",,"4",,"3",,"4",,,,"3","4",,"3","5","3",,"4","3",,"5",,"3","4","3",,"4","3","2","4","3","5",,"5","5","5",,"5",,"5","3","Female","> 60","$100,000 - $149,999","Graduate degree","West South Central",3306392865
"Intermediate","Some",,,,"4",,,,,,,,,"3","4","4",,"3",,,"4",,"3","4","4",,"3",,,"3","5","4",,"3","3","4","3","3",,,"3","Female","45-60",,"Some college or Associate degree","South Atlantic",3306392752
"Advanced","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306392597
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,"3","4","4","4","3","4","3","3","4","3","4","3","3","2","5","3","3","3","4","4",,,,,,3306392572
"Intermediate","Some",,,,"2",,,,,,,,,"2","4","3",,"3",,,"4",,,"2",,,"1",,,"3","2","4",,"3","2",,,,,,"2","Male","> 60","$50,000 - $99,999","Some college or Associate degree","New England",3306392144
"Intermediate","Some",,,,,,,,,,,,,"3","4","4",,"4",,"4","4",,"4","4",,,,,"4","4",,"4",,"4","4","4","4","4","4","4","3","Female","45-60","$100,000 - $149,999","Bachelor degree","West South Central",3306392089
"Novice","Some",,,,,,"2",,,,,,,"3","3","4",,"2",,,"3",,"3","4",,,,,,,,"4",,"4","2","3",,,,,"4","Female","45-60","$100,000 - $149,999","Bachelor degree","West North Central",3306391962
"Novice","Some",,,,,,,,,,,,,"2","4","3",,,,,"4",,"3","4",,,,,,,,"3",,"3",,,,,,,,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","West North Central",3306391880
"Novice","Not much",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","South Atlantic",3306391871
"Novice","Some",,,,,,,,,,,,,"2","2","3",,"3",,,"1",,"3","3",,,,,"1",,,"5",,"3",,,,"3",,,"3","Female","> 60",,"Less than high school degree","East North Central",3306391756
"Novice","Not much",,,,,,"4",,,,,,,"2","4","3",,,,,"4",,"3","4",,,,,,,"4","5",,"4",,,,,,,,"Male","> 60","$25,000 - $49,999","Some college or Associate degree","West South Central",3306391634
"Intermediate","A lot","4","4","4","4",,"4","4","4","4","4",,"4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","4",,"4","5","5","5","4","4","4","4","Female","45-60","$100,000 - $149,999","Graduate degree","South Atlantic",3306391581
"Novice","Not at all",,,,,,,,,,,,,,,,,,,,"4",,,"5",,,,,,,,"3",,"4",,,,,,,,"Female","30-44","$100,000 - $149,999","Graduate degree","West North Central",3306390858
"Novice","Not at all",,,,,,"4",,,,,,,,,,,,,,,,,"3",,,,,,,,"5",,,,,,,,,,"Male","> 60",,"Graduate degree","South Atlantic",3306390740
"Advanced","A lot",,"3","3","4",,"3",,"3","3","4","3","3","3","4","5",,"4","3","4","5",,"2","4","4",,"4","3","2","4","5","4","3","2","4","3","4","4",,"2","4","Female","> 60","$50,000 - $99,999","Graduate degree","East North Central",3306390133
"Intermediate","A lot","2","4","4","4","3","3","3","4","3","3","3","3","5","5","5","3","3","3","2","5","4","4","5","3","2","3","4","4","4","4","5","3","5","4","4","4","4","3","3","5","Female","> 60","$25,000 - $49,999","High school degree","East North Central",3306389991
"Intermediate","Not much","3","4",,"3",,,,"4",,,"3",,"2","3","4",,"3",,,"4",,,"4","3",,"2","2",,"3","3","4",,"2","2","3","2",,,"3","3","Male","> 60","$50,000 - $99,999","Bachelor degree","West North Central",3306389758
"Intermediate","A lot",,"3",,"3",,,,,,,"3",,"4","5","4",,"5",,,"5",,"4","5",,,,"4","3","3","4","5",,"4","3","3","3",,,,,"Male","45-60","$50,000 - $99,999","Bachelor degree","West North Central",3306389610
"Novice","Some",,,"2",,,,,,,,,,"2","4","3",,"3",,,"4",,"4","2","3",,,,"2","3","3","4",,"5","3","4",,,,"3","3","Male","> 60","$150,000+","Bachelor degree","Pacific",3306389391
"Intermediate","Some",,,,"3",,,,,,"5",,,"4","3","4",,"4",,,"5",,"3","5",,,,,,"4",,"3",,"4","2",,,,,,"2","Female","18-29","$25,000 - $49,999","Bachelor degree","East North Central",3306388456
"Intermediate","Some",,,,"4",,,,,,,,,"1","5","5",,"2",,"4","4",,"3","5",,,,,"2","4","5",,,"3","2","3","3","3",,"4",,"Female","30-44",,"Bachelor degree","West South Central",3306388254
"Novice","Not much",,,,,,,,,,,,,"3","3","4",,"3",,,"4",,"5","5",,,,,,"3",,"4",,"5","3","4",,,,,,"Female","> 60","$150,000+","Graduate degree","Mountain",3306387898
